index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
1909,31,True,60,15,60,60|60|71|60|60|60|60|60|60|60|60|60|60|60|60
1968,32,False,32,1,32,32|32|32|32|32|11|32|32|32|32|32|32|32|32|32
1978,66,False,66,15,90,90|90|90|90|90|90|90|90|90|90|90|90|90|10|90
1989,10,False,10,15,90,5|16|91|2|90|89|40|1|85|40|90|85|90|90|22
2026,98,False,98,12,2,98|2|2|35|98|2|2|2|98|2|2|2|2|2|2
2069,30,False,30,12,55,55|30|30|30|80|57|2|80|55|72|46|55|55|55|55
2099,63,True,33,15,33,33|33|33|17|33|33|33|33|33|60|33|33|33|17|33
2101,92,False,92,15,62,62|62|62|62|62|62|62|62|62|62|62|62|62|62|62
2109,83,False,83,8,83,0|83|83|0|83|9|0|83|83|53|0|83|83|0|0
2141,79,True,29,15,29,29|29|29|29|29|29|29|29|29|29|29|29|29|29|29
2144,71,False,71,1,71,71|71|71|95|71|71|71|71|71|71|71|71|71|71|71
2146,78,False,78,3,78,78|78|78|78|26|78|75|78|14|78|78|78|78|78|78
2165,30,False,30,5,30,30|30|30|30|30|73|73|73|62|30|30|73|30|30|30
2191,66,False,66,15,10,60|10|61|10|10|22|61|10|10|61|61|10|10|22|22
2206,40,False,40,0,40,40|40|40|40|40|40|40|40|40|40|40|40|40|40|40
2228,20,True,63,15,63,63|63|63|63|63|10|63|63|63|63|63|63|63|63|63
2276,75,True,77,15,77,77|77|77|77|77|77|77|77|77|77|77|77|50|77|77
2292,73,False,73,0,73,73|73|73|73|73|73|73|73|73|73|73|73|73|73|73
2320,57,False,57,4,57,57|14|57|57|57|67|57|57|14|57|57|67|57|57|57
2324,70,True,34,15,34,19|34|34|34|34|19|19|34|58|34|89|19|34|34|34
2341,2,True,40,15,84,84|84|84|84|20|20|81|84|58|89|84|13|87|89|87
2390,41,False,41,0,41,41|41|41|41|41|41|41|41|41|41|41|41|41|41|41
2396,58,False,58,13,5,5|5|5|5|99|5|5|58|25|25|58|5|5|25|5
2403,30,False,30,1,30,30|30|30|30|30|30|30|30|30|30|95|30|30|30|30
2410,73,False,73,15,91,91|91|91|91|91|91|91|91|91|91|91|91|91|91|91
2413,30,False,30,15,58,1|25|91|33|31|58|58|25|58|13|91|25|58|58|37
2457,73,True,55,15,55,55|55|95|55|55|55|55|55|30|95|55|55|55|55|55
2468,59,True,42,15,42,42|42|42|42|42|42|42|42|42|42|42|42|42|42|42
2484,74,False,74,15,93,93|4|93|77|85|77|51|77|93|91|91|27|4|93|93
2486,94,False,94,6,94,94|76|76|94|94|76|94|76|76|94|94|94|76|94|94
2491,32,True,99,15,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
2500,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2501,28,False,28,4,28,28|28|57|28|28|28|28|57|28|28|28|57|28|57|28
2514,91,False,91,15,-1,71|27|44|71|71|44|44|25|27|71|27|27|85|71|27
2534,44,False,44,7,44,44|89|44|44|24|44|51|89|48|44|75|44|19|44|44
2543,35,True,96,14,93,59|10|47|51|94|93|47|77|50|59|23|93|35|50|93
2546,67,False,67,0,67,67|67|67|67|67|67|67|67|67|67|67|67|67|67|67
2550,64,False,64,3,64,64|50|64|66|64|50|64|64|64|64|64|64|64|64|64
2588,11,False,11,15,32,32|32|32|32|19|32|32|32|46|32|46|32|32|32|32
2594,42,False,42,13,38,42|38|97|88|38|42|88|34|88|34|66|38|96|38|66
2617,79,False,79,4,79,79|79|79|63|79|27|79|63|63|79|79|79|79|79|79
2623,57,True,28,15,28,28|40|40|28|28|28|40|28|28|28|40|28|28|28|28
2632,10,True,63,15,63,63|74|63|63|63|63|63|63|63|63|63|63|63|63|63
2663,96,True,45,15,61,61|61|61|61|61|61|61|61|61|61|61|61|61|61|61
2686,52,False,52,1,52,52|52|52|52|52|52|47|52|52|52|52|52|52|52|52
2699,34,False,34,15,65,65|65|21|3|65|65|65|50|74|65|65|3|65|38|65
2703,38,False,38,0,38,38|38|38|38|38|38|38|38|38|38|38|38|38|38|38
2705,62,False,62,12,92,62|92|92|92|92|92|53|92|92|92|92|62|53|62|92
2719,96,False,96,0,96,96|96|96|96|96|96|96|96|96|96|96|96|96|96|96
2737,78,True,49,14,49,49|49|76|49|49|49|49|49|49|49|78|76|49|49|76
2738,21,False,21,0,21,21|21|21|21|21|21|21|21|21|21|21|21|21|21|21
2753,82,False,82,0,82,82|82|82|82|82|82|82|82|82|82|82|82|82|82|82
2769,8,True,4,15,4,4|63|63|80|4|63|4|63|4|4|4|4|4|4|4
2771,85,True,67,15,-1,73|76|67|69|76|72|40|76|60|72|72|72|69|95|76
2797,37,False,37,1,37,37|37|37|37|12|37|37|37|37|37|37|37|37|37|37
2810,27,False,27,7,27,27|27|27|82|45|27|55|80|44|75|27|27|27|27|55
2823,39,False,39,0,39,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39
2837,64,False,64,3,64,64|64|64|64|64|64|64|64|72|64|65|72|64|64|64
2845,64,False,64,14,80,27|80|66|80|66|74|74|80|80|27|64|65|80|27|80
2874,58,False,58,0,58,58|58|58|58|58|58|58|58|58|58|58|58|58|58|58
2888,16,False,16,0,16,16|16|16|16|16|16|16|16|16|16|16|16|16|16|16
2911,29,True,16,15,16,16|16|16|16|16|16|16|16|16|16|16|16|16|16|16
2915,87,False,87,0,87,87|87|87|87|87|87|87|87|87|87|87|87|87|87|87
2943,87,True,4,15,4,64|4|4|64|97|4|4|4|4|4|64|4|64|64|66
3013,28,False,28,13,86,86|28|86|86|28|94|86|86|87|20|86|86|76|76|16
3032,64,True,78,15,26,26|26|26|44|26|26|26|26|26|26|26|26|26|26|26
3035,74,False,74,12,50,43|74|50|97|50|50|74|50|50|97|50|74|50|50|50
3041,23,False,23,0,23,23|23|23|23|23|23|23|23|23|23|23|23|23|23|23
3043,21,False,21,0,21,21|21|21|21|21|21|21|21|21|21|21|21|21|21|21
3066,82,True,84,15,84,84|84|84|84|84|84|84|84|84|84|84|84|84|84|84
3075,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
3079,17,False,17,4,17,69|17|17|17|17|17|17|40|76|17|17|17|84|17|17
3113,35,True,52,15,52,52|52|52|52|52|52|52|52|52|52|52|52|52|52|52
3124,65,True,3,15,3,38|3|3|38|3|15|38|3|15|3|31|3|3|66|15
3132,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9|9|9|9|9|9
3160,5,False,5,1,5,5|5|5|5|5|5|5|25|5|5|5|5|5|5|5
3167,2,True,77,15,77,77|79|14|77|77|77|77|77|77|77|77|77|79|77|77
3217,70,False,70,5,70,70|62|70|62|62|62|62|70|70|70|70|70|70|70|70
3243,45,False,45,12,56,7|56|45|45|27|56|56|56|56|56|45|56|56|56|56
3271,83,True,36,15,-1,35|36|35|36|2|98|36|2|36|36|2|2|36|2|2
3292,54,False,54,6,54,54|54|54|54|92|54|54|92|54|92|92|54|54|92|92
3296,79,True,44,15,29,93|29|27|69|29|29|29|27|31|15|15|17|12|78|93
3301,77,False,77,10,77,65|77|77|75|65|77|77|57|77|65|57|57|10|65|57
3310,4,False,4,15,80,80|88|46|80|59|79|70|80|33|29|33|45|80|84|42
3311,99,False,99,0,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
3330,89,False,89,6,89,89|89|89|89|89|48|41|89|89|89|48|41|45|89|41
3338,91,False,91,5,91,91|91|27|91|91|91|91|91|91|27|91|27|91|27|27
3346,66,False,66,15,36,36|64|36|50|50|36|50|64|64|36|36|65|36|72|36
3347,88,True,89,15,89,89|89|89|89|89|89|89|89|89|13|89|89|89|89|89
3355,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
3365,42,False,42,15,21,21|21|21|55|21|21|21|21|21|21|21|21|21|21|21
3379,10,False,10,3,10,10|10|61|10|61|28|10|10|10|10|10|10|10|10|10
3396,29,False,29,15,38,34|34|43|38|38|43|34|34|38|38|38|38|43|38|38
3408,35,True,96,15,33,33|33|96|33|33|33|33|63|33|96|96|96|96|96|33
3419,98,True,74,15,74,67|74|74|74|74|74|97|74|50|74|74|74|74|97|74
3452,90,False,90,0,90,90|90|90|90|90|90|90|90|90|90|90|90|90|90|90
3455,36,False,36,4,36,36|2|36|46|36|36|2|36|36|36|36|43|36|36|36
3456,35,False,35,7,35,35|35|35|35|98|98|35|35|98|35|98|98|98|98|35
3470,4,False,4,7,4,4|4|4|4|74|74|4|4|4|63|63|4|74|63|74
3496,61,False,61,11,10,10|61|10|10|10|10|61|10|61|10|61|10|10|10|10
3505,65,False,65,2,65,80|65|65|65|65|74|65|65|65|65|65|65|65|65|65
3506,89,False,89,0,89,89|89|89|89|89|89|89|89|89|89|89|89|89|89|89
3563,97,True,83,15,83,83|57|57|83|57|83|83|83|57|83|83|83|83|83|83
3616,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
3631,59,True,42,14,42,42|42|42|59|42|42|42|42|4|42|42|42|42|42|4
3641,80,False,80,15,3,3|63|3|3|4|3|38|34|3|55|63|38|4|74|65
3672,23,False,23,15,60,60|60|60|60|60|60|60|60|60|60|60|60|60|60|60
3674,60,False,60,7,60,68|68|68|68|60|60|60|68|60|68|60|60|68|60|60
3678,3,False,3,2,3,3|3|3|21|3|3|21|3|3|3|3|3|3|3|3
3721,79,True,45,15,45,26|45|45|45|45|45|45|45|45|26|45|45|45|45|45
3725,2,False,2,9,2,98|2|35|2|2|2|2|36|46|2|98|46|11|98|35
3740,59,False,59,11,52,59|96|52|59|96|96|59|52|59|96|52|52|52|52|52
3745,62,True,39,15,39,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39
3749,61,False,61,8,-1,10|10|10|61|61|61|61|53|10|61|61|10|10|61|10
3751,66,False,66,11,-1,4|4|66|55|66|50|50|50|4|66|55|4|55|65|66
3752,9,False,9,12,-1,10|9|57|40|9|40|57|10|57|83|10|9|40|40|57
3759,43,False,43,1,43,43|43|43|4|43|43|43|43|43|43|43|43|43|43|43
3797,81,True,47,15,47,47|96|47|47|96|80|47|47|14|47|47|96|47|52|47
3827,50,False,50,4,50,4|50|50|50|50|50|50|64|50|64|50|50|50|50|64
3843,90,False,90,15,85,59|85|58|58|85|85|85|85|85|85|85|85|58|85|81
3858,23,False,23,6,23,73|23|23|23|23|23|23|95|23|71|49|23|71|23|71
3859,14,False,14,1,14,14|14|14|14|62|14|14|14|14|14|14|14|14|14|14
3887,3,False,3,9,3,19|19|75|3|3|3|75|75|36|75|3|75|19|3|3
3894,87,False,87,0,87,87|87|87|87|87|87|87|87|87|87|87|87|87|87|87
3910,27,False,27,0,27,27|27|27|27|27|27|27|27|27|27|27|27|27|27|27
3926,54,False,54,11,97,97|97|66|54|64|97|6|54|54|54|97|6|6|97|14
3940,31,False,31,12,15,15|15|29|15|15|31|15|15|15|15|31|31|15|15|15
3978,86,False,86,0,86,86|86|86|86|86|86|86|86|86|86|86|86|86|86|86
3980,99,False,99,0,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
3981,45,False,45,14,67,67|93|80|93|32|28|74|63|45|67|67|67|93|67|67
3983,60,True,21,15,21,21|21|21|21|21|21|21|21|21|21|21|21|21|21|21
4030,42,False,42,7,42,42|34|42|42|42|42|42|96|88|88|88|88|88|42|42
4034,25,False,25,6,25,25|25|25|25|25|17|37|25|25|15|17|25|25|17|37
4039,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
4049,3,False,3,15,88,88|88|88|88|88|42|88|88|88|88|88|88|88|88|88
4050,68,True,37,15,37,37|84|87|84|84|56|37|37|76|94|90|37|76|94|87
4055,0,False,0,1,0,0|0|0|0|0|0|0|0|0|0|0|57|0|0|0
4070,84,False,84,0,84,84|84|84|84|84|84|84|84|84|84|84|84|84|84|84
4072,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
4097,17,True,48,15,48,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48
4113,99,True,59,15,52,59|52|59|52|52|59|52|52|59|52|52|52|52|52|52
4114,37,False,37,0,37,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37
4126,93,False,93,12,93,67|93|26|32|95|93|67|26|95|93|91|91|32|7|75
4127,91,False,91,0,91,91|91|91|91|91|91|91|91|91|91|91|91|91|91|91
4131,73,False,73,2,73,73|73|73|73|73|30|93|73|73|73|73|73|73|73|73
4138,68,False,68,0,68,68|68|68|68|68|68|68|68|68|68|68|68|68|68|68
4157,13,False,13,15,81,81|89|81|81|81|81|90|81|89|82|90|89|22|81|81
4171,1,False,1,2,1,1|1|1|1|33|1|1|1|33|1|1|1|1|1|1
4176,44,False,44,9,44,44|44|1|93|1|93|44|1|27|29|44|93|44|44|29
4208,25,False,25,13,84,63|80|84|25|84|25|84|84|84|84|84|84|84|77|91
4211,91,False,91,0,91,91|91|91|91|91|91|91|91|91|91|91|91|91|91|91
4227,92,False,92,2,92,92|92|45|92|92|92|92|92|92|92|92|92|82|92|92
4230,77,False,77,1,77,77|77|77|77|77|77|77|77|77|77|77|77|74|77|77
4257,93,False,93,14,26,26|26|61|26|93|26|26|10|10|78|10|61|26|26|39
4265,24,False,24,1,24,24|24|24|24|24|24|24|24|7|24|24|24|24|24|24
4276,11,False,11,12,2,87|5|2|2|11|87|87|2|87|2|2|11|2|87|11
4283,19,False,19,14,15,19|15|29|15|15|55|97|55|15|15|55|15|15|51|55
4287,14,False,14,0,14,14|14|14|14|14|14|14|14|14|14|14|14|14|14|14
4295,47,False,47,15,52,52|52|52|52|52|52|52|52|52|52|52|52|52|52|52
4299,28,False,28,5,28,16|28|16|28|16|28|16|28|16|28|28|28|28|28|28
4302,15,False,15,15,42,74|63|74|42|42|42|36|42|74|34|38|38|42|42|50
4306,32,False,32,1,32,32|32|32|32|32|32|70|32|32|32|32|32|32|32|32
4318,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
4324,42,True,79,15,79,79|79|79|79|79|79|79|79|79|79|79|79|79|79|79
4325,49,True,51,15,57,83|57|83|62|92|92|92|57|57|51|57|57|92|99|39
4339,31,False,31,9,19,19|19|31|19|19|31|19|19|31|31|19|31|19|31|19
4358,75,False,75,1,75,75|75|75|75|75|75|75|75|75|75|75|97|75|75|75
4366,43,True,35,15,35,35|35|35|35|35|35|35|35|35|35|35|35|35|35|35
4370,94,False,94,15,87,87|87|87|87|87|87|87|87|87|87|87|87|87|87|87
4387,56,False,56,0,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
4402,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
4413,87,False,87,0,87,87|87|87|87|87|87|87|87|87|87|87|87|87|87|87
4424,12,False,12,0,12,12|12|12|12|12|12|12|12|12|12|12|12|12|12|12
4432,63,False,63,0,63,63|63|63|63|63|63|63|63|63|63|63|63|63|63|63
4447,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
4455,58,True,21,15,38,3|38|38|3|38|38|78|38|38|38|21|38|38|38|38
4492,16,True,54,15,54,99|88|6|26|62|54|92|54|88|44|54|59|6|51|45
4503,42,False,42,4,42,42|42|42|42|42|33|33|8|33|42|42|42|42|42|42
4511,16,False,16,0,16,16|16|16|16|16|16|16|16|16|16|16|16|16|16|16
4523,8,True,56,15,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
4524,85,False,85,0,85,85|85|85|85|85|85|85|85|85|85|85|85|85|85|85
4530,42,False,42,14,34,97|34|34|42|34|38|34|34|38|34|38|34|38|34|34
4535,12,True,64,15,64,64|66|66|26|64|97|64|66|64|64|64|64|64|66|64
4546,61,True,99,15,-1,72|26|91|26|77|77|51|67|93|63|99|32|97|51|32
4557,33,False,33,4,33,33|33|60|33|33|33|33|33|49|33|33|33|33|49|96
4595,26,False,26,3,26,26|26|26|26|26|26|24|26|26|24|26|26|24|26|26
4617,65,True,44,15,44,44|44|44|44|44|44|44|44|44|44|44|44|44|44|44
4631,66,False,66,0,66,66|66|66|66|66|66|66|66|66|66|66|66|66|66|66
4641,44,False,44,9,44,44|29|44|27|44|29|27|93|95|44|44|27|29|29|44
4688,22,False,22,7,22,22|61|22|22|61|22|61|61|22|22|61|22|61|61|22
