index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
686,19,False,19,1,19,19|19|19|19|31|19|19|19|19|19|19|19|19|19|19
687,59,False,59,15,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
691,32,False,32,15,74,96|43|50|57|36|12|46|74|10|21|7|80|74|74|68
692,98,False,98,8,98,98|98|35|35|98|14|46|11|11|98|98|5|46|98|98
696,12,False,12,15,81,81|81|25|90|25|23|81|92|25|90|90|81|6|81|16
706,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
727,90,True,62,15,62,62|82|62|68|13|62|62|10|62|62|62|62|62|62|10
763,6,False,6,6,6,14|92|6|6|6|35|45|6|6|6|18|46|6|6|6
784,36,False,36,14,45,45|70|26|50|45|45|45|45|88|26|90|36|45|26|59
795,2,False,2,1,2,2|2|2|2|2|36|2|2|2|2|2|2|2|2|2
800,82,True,66,15,66,66|66|66|55|66|66|66|66|66|66|46|66|66|66|66
801,71,True,95,13,95,30|95|30|95|95|30|71|71|95|95|95|95|95|95|95
805,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7
814,95,True,71,15,71,10|46|99|71|71|71|71|71|71|71|71|71|71|71|60
822,99,True,0,15,0,0|87|0|0|0|0|0|0|0|0|0|83|0|64|53
823,60,False,60,5,60,60|60|60|60|60|60|23|60|60|60|95|23|95|23|60
868,37,False,37,13,17,17|17|17|17|17|17|17|17|17|17|37|37|17|17|17
874,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
898,73,False,73,15,76,76|21|76|76|76|76|76|76|6|99|76|76|12|68|76
910,88,False,88,1,88,88|88|88|88|34|88|88|88|88|88|88|88|88|88|88
924,71,False,71,0,71,71|71|71|71|71|71|71|71|71|71|71|71|71|71|71
944,54,True,73,15,91,91|91|91|91|73|91|91|73|30|43|91|38|95|14|44
946,57,True,28,15,28,28|28|28|28|28|28|40|28|28|28|28|28|28|28|28
949,42,False,42,12,34,42|72|58|36|34|60|34|42|34|65|34|42|27|60|34
950,72,True,14,15,14,14|14|14|14|14|14|14|14|14|14|14|14|14|14|14
952,18,False,18,0,18,18|18|18|18|18|18|18|18|18|18|18|18|18|18|18
963,99,True,58,15,58,58|13|58|58|13|58|58|13|58|58|59|58|71|58|58
977,28,False,28,3,28,28|28|28|28|28|10|16|28|28|28|28|28|16|28|28
1004,22,True,11,15,98,98|48|20|98|46|98|11|98|66|98|98|98|11|98|2
1005,18,False,18,5,18,18|18|18|6|45|18|18|18|44|44|18|18|18|18|15
1009,6,False,6,8,6,34|6|6|1|6|30|45|6|23|7|1|6|6|35|6
1012,30,False,30,0,30,30|30|30|30|30|30|30|30|30|30|30|30|30|30|30
1021,98,False,98,15,46,35|46|46|31|46|46|35|46|46|46|2|65|11|46|46
1035,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7
1036,33,False,33,15,47,47|47|47|47|47|59|47|94|47|47|59|47|47|47|47
1040,12,False,12,5,12,12|12|12|12|75|12|12|12|33|12|78|71|76|12|12
1052,19,False,19,1,19,19|19|19|19|19|19|19|19|19|19|19|64|19|19|19
1056,92,False,92,13,70,70|70|70|62|92|19|15|54|25|70|45|45|62|62|92
1057,2,True,53,15,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
1079,6,True,55,15,55,12|29|55|29|15|38|55|12|15|55|56|73|68|55|55
1085,44,False,44,6,44,99|44|44|44|44|44|30|44|44|27|79|44|44|72|30
1093,71,False,71,1,71,71|71|71|71|60|71|71|71|71|71|71|71|71|71|71
1123,94,True,64,15,4,4|19|4|68|51|50|46|66|39|38|38|74|50|4|44
1195,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2
1285,89,True,27,15,27,27|27|27|44|80|24|27|27|27|27|27|27|27|27|44
1321,75,True,7,12,-1,7|7|75|75|24|24|24|24|79|75|79|79|79|79|24
1341,59,False,59,9,52,52|52|52|59|52|52|52|59|52|59|59|59|52|59|52
1359,62,False,62,2,62,62|62|62|62|62|62|53|62|82|62|62|62|62|62|62
1360,39,True,26,15,34,34|35|70|65|31|34|64|50|34|12|32|38|34|34|34
1371,26,True,71,15,71,71|95|71|71|71|71|71|71|71|71|71|71|71|71|71
1393,44,False,44,0,44,44|44|44|44|44|44|44|44|44|44|44|44|44|44|44
1414,29,True,16,15,16,96|16|9|78|28|16|16|2|16|28|3|16|0|16|9
1425,20,False,20,1,20,20|20|84|20|20|20|20|20|20|20|20|20|20|20|20
1442,22,False,22,13,61,13|17|61|61|22|61|22|1|61|61|61|61|61|61|61
1453,9,True,74,15,74,74|74|74|74|74|74|77|74|74|74|3|74|80|74|74
1496,24,False,24,9,24,24|24|24|54|24|7|24|7|7|6|85|7|24|5|64
1505,20,False,20,0,20,20|20|20|20|20|20|20|20|20|20|20|20|20|20|20
1520,11,False,11,14,2,40|2|65|50|61|94|11|60|98|28|2|71|2|35|94
1533,51,True,56,15,56,7|56|56|56|56|56|56|71|56|56|59|56|56|56|56
1535,29,False,29,13,15,15|15|70|38|15|60|97|15|15|15|15|97|29|29|15
1538,27,False,27,2,27,27|27|27|7|27|27|27|27|98|27|27|27|27|27|27
1553,37,True,17,11,17,17|17|17|37|17|17|17|37|17|17|37|17|17|37|17
1555,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
1561,92,False,92,15,83,83|83|83|55|83|83|83|83|83|83|83|83|83|83|83
1562,59,False,59,1,59,59|59|59|59|56|59|59|59|59|59|59|59|59|59|59
1572,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
1573,90,False,90,4,90,90|81|81|90|81|90|90|90|90|90|81|90|90|90|90
1576,98,False,98,9,98,9|98|60|98|22|88|98|98|53|98|48|32|51|46|98
1579,10,False,10,15,83,83|55|0|83|83|83|83|64|83|83|64|0|83|0|83
1599,6,False,6,5,6,54|45|6|6|6|45|45|6|6|6|88|6|6|6|6
1601,24,False,24,15,6,36|83|6|7|85|13|7|6|6|85|36|7|6|6|6
1603,90,False,90,15,-1,12|81|31|89|85|15|15|31|97|29|38|15|66|31|41
1618,57,False,57,10,53,57|53|53|53|57|53|57|53|57|57|53|53|53|53|53
1625,75,False,75,1,75,75|75|75|75|75|75|75|75|75|75|75|75|75|75|24
1631,31,True,27,15,18,3|69|18|18|18|18|32|64|23|77|77|72|5|18|18
1634,57,False,57,2,57,57|57|62|57|57|57|57|57|57|57|57|53|57|57|57
1659,33,False,33,2,33,33|33|33|33|33|33|33|59|17|33|33|33|33|33|33
1683,47,False,47,2,47,47|47|47|47|47|47|47|47|47|47|49|47|47|47|96
1720,46,True,97,15,66,66|97|66|66|66|66|66|66|66|42|97|66|38|66|97
1722,23,False,23,9,-1,23|60|23|5|60|23|53|23|60|31|23|23|60|60|60
1737,47,False,47,2,47,31|47|47|47|47|47|47|47|47|47|2|47|47|47|47
1748,67,True,87,15,87,86|86|87|86|16|16|87|86|87|87|89|87|71|87|16
1757,35,False,35,14,11,95|24|72|69|11|64|40|54|13|11|70|2|11|54|35
1769,41,False,41,0,41,41|41|41|41|41|41|41|41|41|41|41|41|41|41|41
1771,27,False,27,13,27,24|61|51|16|48|10|75|67|92|33|54|57|4|27|27
1779,13,False,13,0,13,13|13|13|13|13|13|13|13|13|13|13|13|13|13|13
1787,49,False,49,13,17,78|85|49|17|17|37|17|17|17|49|78|37|17|17|17
1791,19,True,89,15,89,89|89|89|89|89|89|89|89|89|89|89|89|89|89|89
1797,97,True,93,14,93,93|97|93|13|93|93|93|93|93|93|93|93|93|93|93
1818,8,False,8,7,8,8|9|9|9|8|8|8|9|8|9|9|8|8|8|9
1836,14,False,14,2,14,14|14|14|14|14|14|14|1|14|14|14|14|14|14|50
1843,1,False,1,1,1,7|1|1|1|1|1|1|1|1|1|1|1|1|1|1
1849,43,True,87,15,94,94|50|94|87|94|94|94|94|94|87|94|63|94|94|94
1884,87,False,87,14,37,7|12|13|4|87|58|3|31|37|13|13|37|37|37|29
1909,31,True,60,15,60,60|60|60|60|60|60|71|60|60|60|60|60|60|60|60
1968,32,False,32,8,32,11|32|35|32|32|32|35|32|80|35|35|11|32|32|35
1978,66,False,66,15,90,90|89|90|90|90|60|90|90|90|90|90|90|90|90|90
1989,10,False,10,14,-1,58|51|45|81|85|10|35|67|5|40|73|65|97|85|67
2026,98,False,98,13,2,35|2|98|98|22|36|2|2|35|35|2|2|35|2|35
2069,30,False,30,10,-1,55|55|30|62|55|30|30|98|95|55|30|72|92|55|30
2099,63,True,33,15,33,33|25|33|33|33|12|33|81|33|33|33|33|33|33|33
2101,92,False,92,15,62,62|62|62|62|62|62|62|62|62|62|62|62|62|62|62
2109,83,False,83,4,83,83|39|83|83|83|0|83|83|35|83|83|83|83|83|0
2141,79,True,29,15,29,29|29|29|29|29|29|29|29|29|29|29|29|29|29|29
2144,71,False,71,4,71,69|71|71|71|71|71|71|71|71|95|71|71|71|95|95
2146,78,False,78,7,78,78|78|78|55|78|78|78|11|61|8|90|78|16|82|78
2165,30,False,30,3,30,30|30|73|30|30|30|30|30|91|30|30|30|73|30|30
2191,66,False,66,15,61,61|61|61|22|61|61|22|22|10|22|60|95|72|61|92
2206,40,False,40,0,40,40|40|40|40|40|40|40|40|40|40|40|40|40|40|40
2228,20,True,63,15,63,63|63|63|63|63|63|63|63|63|63|63|63|63|63|63
2276,75,True,77,15,77,85|77|77|77|77|60|77|77|77|77|77|50|77|72|77
2292,73,False,73,0,73,73|73|73|73|73|73|73|73|73|73|73|73|73|73|73
2320,57,False,57,11,14,7|14|14|57|14|60|14|57|14|57|14|57|42|67|60
2324,70,True,34,15,34,34|34|19|58|34|58|48|34|29|29|91|89|34|34|34
2341,2,True,40,15,84,84|84|9|82|82|84|84|33|13|87|20|25|87|40|11
2390,41,False,41,2,41,41|43|41|43|41|41|41|41|41|41|41|41|41|41|41
2396,58,False,58,8,58,5|25|99|58|37|5|58|99|58|58|58|58|5|58|5
2403,30,False,30,4,30,95|30|30|95|30|30|30|30|30|30|30|30|39|30|95
2410,73,False,73,14,91,91|91|91|73|91|91|91|91|91|91|91|91|91|91|91
2413,30,False,30,15,-1,92|64|25|13|91|17|58|58|13|5|90|90|40|91|5
2457,73,True,55,15,55,3|95|55|55|30|71|55|55|55|95|68|30|95|55|1
2468,59,True,42,15,42,42|42|42|42|42|42|42|42|42|42|42|42|42|42|51
2484,74,False,74,13,91,93|91|10|91|50|74|74|44|91|93|17|53|50|58|72
2486,94,False,94,7,94,94|94|9|94|94|94|94|76|76|76|94|76|71|76|94
2491,32,True,99,15,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
2500,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2501,28,False,28,6,28,28|57|28|28|28|28|57|28|57|28|57|57|57|28|28
2514,91,False,91,15,-1,30|27|69|72|31|71|27|30|95|27|71|27|71|71|73
2534,44,False,44,12,44,19|30|91|44|34|91|7|44|26|24|98|44|7|5|64
2543,35,True,96,15,93,59|56|27|59|93|63|25|89|82|70|82|57|93|93|94
2546,67,False,67,0,67,67|67|67|67|67|67|67|67|67|67|67|67|67|67|67
2550,64,False,64,12,-1,77|50|66|18|26|66|69|64|97|64|66|64|38|50|38
2588,11,False,11,15,32,19|20|64|44|32|19|32|69|15|51|19|32|19|32|32
2594,42,False,42,15,38,74|66|88|64|34|64|38|15|38|97|38|38|97|38|38
2617,79,False,79,11,79,79|89|80|2|34|24|63|79|31|24|18|29|31|79|79
2623,57,True,28,15,40,28|84|33|28|40|40|40|40|50|51|40|40|40|40|52
2632,10,True,63,15,63,63|50|63|47|63|63|63|23|63|63|63|63|63|63|30
2663,96,True,45,15,61,61|61|61|61|61|61|61|61|61|61|61|61|61|61|61
2686,52,False,52,2,52,52|52|52|52|52|52|52|52|52|52|59|52|52|52|59
2699,34,False,34,15,-1,99|38|65|38|74|3|3|65|65|97|40|3|65|38|38
2703,38,False,38,1,38,38|38|38|38|26|38|38|38|38|38|38|38|38|38|38
2705,62,False,62,13,92,92|92|92|62|92|62|53|92|92|92|92|92|92|92|92
2719,96,False,96,0,96,96|96|96|96|96|96|96|96|96|96|96|96|96|96|96
2737,78,True,49,15,49,49|76|49|49|49|86|49|49|49|49|49|49|49|49|49
2738,21,False,21,0,21,21|21|21|21|21|21|21|21|21|21|21|21|21|21|21
2753,82,False,82,0,82,82|82|82|82|82|82|82|82|82|82|82|82|82|82|82
2769,8,True,4,15,4,4|72|72|98|63|63|4|53|86|63|63|4|4|4|74
2771,85,True,67,15,76,76|46|10|73|30|76|49|79|52|46|69|76|72|15|93
2797,37,False,37,1,37,37|37|37|37|37|37|37|37|37|37|69|37|37|37|37
2810,27,False,27,11,27,45|85|65|72|27|70|27|72|86|85|90|80|27|27|55
2823,39,False,39,0,39,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39
2837,64,False,64,1,64,64|64|64|64|64|60|64|64|64|64|64|64|64|64|64
2845,64,False,64,14,74,69|93|65|74|87|74|63|61|4|74|80|27|27|64|74
2874,58,False,58,1,58,58|58|58|58|58|58|58|85|58|58|58|58|58|58|58
2888,16,False,16,3,16,94|48|16|16|94|16|16|16|16|16|16|16|16|16|16
2911,29,True,16,15,16,16|16|16|16|16|16|16|16|16|16|16|16|16|16|16
2915,87,False,87,2,87,87|87|87|87|87|87|87|87|87|87|78|87|87|87|43
2943,87,True,4,15,4,4|4|64|4|4|38|4|4|4|4|4|4|65|64|4
3013,28,False,28,15,86,16|86|40|86|3|60|86|86|86|86|87|86|86|76|16
3032,64,True,78,15,26,26|22|26|83|26|26|7|26|26|26|26|26|26|26|38
3035,74,False,74,14,50,98|50|50|50|50|60|55|50|46|77|70|3|34|74|21
3041,23,False,23,0,23,23|23|23|23|23|23|23|23|23|23|23|23|23|23|23
3043,21,False,21,2,21,21|21|21|21|21|60|21|21|21|61|21|21|21|21|21
3066,82,True,84,15,84,84|84|84|84|84|84|84|84|31|84|84|84|84|84|84
3075,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
3079,17,False,17,7,17,17|56|56|17|17|17|56|17|17|6|56|84|17|17|86
3113,35,True,52,15,52,52|52|52|52|52|52|52|47|52|47|52|52|52|52|52
3124,65,True,3,15,31,8|19|15|15|31|15|38|19|97|31|19|3|31|31|31
3132,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9|9|9|9|9|9
3160,5,False,5,7,5,84|25|5|25|5|5|5|5|5|5|79|5|25|84|84
3167,2,True,77,15,77,77|1|77|77|14|14|77|14|77|77|14|14|77|77|51
3217,70,False,70,1,70,70|50|70|70|70|70|70|70|70|70|70|70|70|70|70
3243,45,False,45,14,56,37|56|72|56|3|82|56|64|82|72|45|52|56|85|38
3271,83,True,36,15,36,4|36|36|36|35|2|2|36|2|36|76|2|36|36|55
3292,54,False,54,13,92,92|92|92|92|52|92|54|92|92|92|54|92|92|92|70
3296,79,True,44,15,29,44|15|29|51|31|29|40|37|93|25|1|27|73|56|6
3301,77,False,77,12,65,57|65|65|80|65|87|65|32|77|57|77|65|38|77|65
3310,4,False,4,15,56,15|45|33|80|56|8|56|65|80|82|72|56|92|21|59
3311,99,False,99,0,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
3330,89,False,89,8,89,48|89|89|89|89|81|45|36|44|48|48|89|40|89|89
3338,91,False,91,6,91,91|91|91|91|91|27|27|27|91|23|91|27|91|91|27
3346,66,False,66,15,36,36|72|72|65|36|21|91|3|64|36|36|36|36|50|36
3347,88,True,89,15,89,89|89|81|90|13|89|89|58|25|85|89|39|89|89|33
3355,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
3365,42,False,42,15,21,21|21|21|21|21|21|21|21|21|21|72|21|66|21|21
3379,10,False,10,10,28,28|10|28|61|28|10|28|10|61|28|10|74|10|40|28
3396,29,False,29,13,34,97|98|34|10|34|29|46|96|94|29|43|34|3|38|38
3408,35,True,96,15,96,96|33|96|96|33|96|96|96|96|96|33|33|63|33|33
3419,98,True,74,15,74,4|43|74|33|65|74|72|15|86|38|74|80|80|74|21
3452,90,False,90,0,90,90|90|90|90|90|90|90|90|90|90|90|90|90|90|90
3455,36,False,36,4,36,36|59|64|36|36|36|97|36|36|36|33|36|36|36|36
3456,35,False,35,3,35,35|35|35|98|35|35|98|35|35|98|35|35|35|35|35
3470,4,False,4,5,4,4|4|4|4|74|4|63|4|52|4|74|4|4|62|4
3496,61,False,61,10,10,10|61|10|61|61|10|35|61|10|10|88|10|10|61|10
3505,65,False,65,8,65,77|55|65|20|74|66|65|65|38|77|77|65|65|65|65
3506,89,False,89,2,89,89|89|89|89|89|89|89|89|75|89|41|89|89|89|89
3563,97,True,83,14,57,83|57|83|64|83|57|57|0|57|53|97|57|83|83|57
3616,8,False,8,4,8,8|9|8|8|8|8|8|9|8|8|8|8|9|8|64
3631,59,True,42,15,42,42|46|80|42|43|42|14|65|77|42|42|42|42|37|42
3641,80,False,80,15,74,63|63|74|38|42|57|49|43|74|74|34|64|28|74|4
3672,23,False,23,15,60,60|31|60|60|60|60|60|71|71|31|60|60|33|60|60
3674,60,False,60,4,60,68|60|60|60|60|60|68|60|60|60|60|68|60|68|60
3678,3,False,3,1,3,3|3|3|3|3|21|3|3|3|3|3|3|3|3|3
3721,79,True,45,15,45,26|45|45|45|45|45|45|45|63|45|90|45|26|45|45
3725,2,False,2,14,11,66|11|98|80|11|51|35|42|98|46|11|2|11|11|42
3740,59,False,59,6,59,59|59|59|59|96|52|52|52|59|52|59|59|52|59|59
3745,62,True,39,15,39,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39
3749,61,False,61,2,61,28|61|61|0|61|61|61|61|61|61|61|61|61|61|61
3751,66,False,66,13,50,64|31|55|38|50|29|88|50|65|66|4|53|11|66|50
3752,9,False,9,9,9,41|29|87|60|10|10|9|9|92|83|10|9|9|9|9
3759,43,False,43,8,43,43|43|18|66|20|43|43|20|35|20|43|35|43|11|43
3797,81,True,47,15,47,47|47|47|65|35|47|47|47|47|56|67|52|47|47|47
3827,50,False,50,6,50,64|50|50|50|50|70|77|64|50|77|77|50|50|50|50
3843,90,False,90,15,59,85|89|45|17|45|17|59|59|10|62|59|85|85|59|47
3858,23,False,23,12,71,23|71|69|71|71|23|71|71|49|49|71|95|71|95|23
3859,14,False,14,2,14,14|51|14|81|14|14|14|14|14|14|14|14|14|14|14
3887,3,False,3,12,19,19|97|3|19|19|19|19|75|19|31|19|3|75|3|19
3894,87,False,87,0,87,87|87|87|87|87|87|87|87|87|87|87|87|87|87|87
3910,27,False,27,0,27,27|27|27|27|27|27|27|27|27|27|27|27|27|27|27
3926,54,False,54,11,54,97|92|54|33|54|35|14|54|64|46|0|6|97|54|46
3940,31,False,31,11,15,15|31|31|31|15|15|15|23|31|86|15|15|99|15|15
3978,86,False,86,0,86,86|86|86|86|86|86|86|86|86|86|86|86|86|86|86
3980,99,False,99,0,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
3981,45,False,45,15,67,49|67|67|24|67|0|72|47|89|1|67|36|32|93|33
3983,60,True,21,15,21,21|21|21|21|21|21|21|21|21|21|21|21|21|21|21
4030,42,False,42,9,42,34|25|88|34|42|42|34|42|42|48|43|42|38|42|59
4034,25,False,25,4,25,25|25|25|25|5|25|25|17|25|25|85|25|25|25|17
4039,5,False,5,2,5,99|5|5|5|5|5|5|5|25|5|5|5|5|5|5
4049,3,False,3,15,88,66|88|88|88|88|88|88|88|88|88|88|88|88|88|88
4050,68,True,37,15,37,95|46|37|11|37|17|84|94|94|87|56|84|37|37|48
4055,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4070,84,False,84,2,84,5|84|84|84|84|5|84|84|84|84|84|84|84|84|84
4072,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
4097,17,True,48,15,48,48|48|48|48|48|48|48|48|89|48|48|48|48|48|48
4113,99,True,59,15,52,52|52|59|47|52|52|52|52|59|52|59|59|52|59|52
4114,37,False,37,0,37,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37
4126,93,False,93,11,93,24|32|41|93|24|14|55|3|55|93|4|32|83|93|93
4127,91,False,91,4,91,91|38|91|38|91|91|91|91|91|91|91|91|81|91|38
4131,73,False,73,9,73,73|93|73|95|46|30|73|93|30|73|73|30|95|73|54
4138,68,False,68,0,68,68|68|68|68|68|68|68|68|68|68|68|68|68|68|68
4157,13,False,13,15,81,81|89|81|81|82|81|81|81|42|17|14|90|81|90|92
4171,1,False,1,2,1,1|33|1|1|1|1|1|1|1|1|1|1|1|16|1
4176,44,False,44,9,44,91|44|91|44|78|44|93|53|26|44|44|29|44|18|91
4208,25,False,25,12,25,20|98|20|25|25|26|84|71|13|25|9|5|8|19|85
4211,91,False,91,0,91,91|91|91|91|91|91|91|91|91|91|91|91|91|91|91
4227,92,False,92,2,92,92|92|92|25|92|54|92|92|92|92|92|92|92|92|92
4230,77,False,77,7,77,8|77|77|77|63|24|77|18|77|77|18|80|77|77|80
4257,93,False,93,15,10,10|10|26|16|64|26|15|19|44|28|90|29|97|10|83
4265,24,False,24,1,24,24|7|24|24|24|24|24|24|24|24|24|24|24|24|24
4276,11,False,11,11,-1,11|2|87|35|87|87|11|35|11|2|2|2|11|87|35
4283,19,False,19,15,-1,67|31|29|73|31|27|36|85|20|51|38|46|15|15|32
4287,14,False,14,0,14,14|14|14|14|14|14|14|14|14|14|14|14|14|14|14
4295,47,False,47,14,52,52|52|52|52|52|52|52|52|52|52|52|52|52|47|52
4299,28,False,28,10,16,28|16|16|0|28|71|16|16|33|28|16|67|28|28|16
4302,15,False,15,15,-1,35|43|72|34|74|42|38|50|42|74|67|49|65|81|77
4306,32,False,32,8,32,29|80|78|5|32|21|32|32|55|87|32|32|32|32|29
4318,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
4324,42,True,79,13,79,42|42|79|79|79|79|79|79|79|79|79|79|79|79|79
4325,49,True,51,15,92,57|90|51|73|57|92|26|45|26|92|92|92|50|51|26
4339,31,False,31,12,19,19|19|19|19|31|19|19|24|31|31|19|15|15|19|19
4358,75,False,75,2,75,75|75|75|75|75|75|75|75|75|75|97|75|75|75|86
4366,43,True,35,15,35,35|35|35|35|35|35|35|36|35|35|35|35|35|35|35
4370,94,False,94,15,87,87|87|87|87|87|87|87|87|87|43|89|87|87|87|87
4387,56,False,56,1,56,56|56|56|37|56|56|56|56|56|56|56|56|56|56|56
4402,5,False,5,3,5,5|5|5|5|5|5|5|5|25|5|5|5|5|72|25
4413,87,False,87,0,87,87|87|87|87|87|87|87|87|87|87|87|87|87|87|87
4424,12,False,12,0,12,12|12|12|12|12|12|12|12|12|12|12|12|12|12|12
4432,63,False,63,0,63,63|63|63|63|63|63|63|63|63|63|63|63|63|63|63
4447,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
4455,58,True,21,15,38,71|78|38|24|42|44|38|96|38|38|44|38|38|80|26
4492,16,True,54,15,54,54|84|97|98|94|60|88|54|61|54|54|22|46|59|18
4503,42,False,42,3,42,42|42|42|42|42|42|33|42|42|42|42|33|42|33|42
4511,16,False,16,2,16,16|29|16|16|16|16|16|16|16|16|16|16|16|29|16
4523,8,True,56,15,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
4524,85,False,85,0,85,85|85|85|85|85|85|85|85|85|85|85|85|85|85|85
4530,42,False,42,9,42,42|34|42|97|34|42|34|42|34|42|38|38|38|42|38
4535,12,True,64,15,64,66|64|64|3|66|68|64|97|64|97|66|64|64|64|64
4546,61,True,99,15,-1,27|70|67|84|30|21|7|89|77|83|40|56|30|77|6
4557,33,False,33,10,49,49|89|33|49|33|49|49|24|96|49|33|33|49|17|33
4595,26,False,26,1,26,26|7|26|26|26|26|26|26|26|26|26|26|26|26|26
4617,65,True,44,15,44,44|44|44|44|44|44|44|44|44|44|44|44|44|44|44
4631,66,False,66,2,66,66|66|66|66|66|66|66|66|66|15|66|66|66|66|38
4641,44,False,44,13,27,27|27|95|19|29|21|73|27|95|44|27|44|76|95|27
4688,22,False,22,13,61,22|61|61|61|61|61|22|61|61|61|61|61|61|61|61
